1,Airey,,Leading Aircraftman ,FX86811,1944-04-14,,851 Squadran (RN),Celon,Avenger 1c,,,
180,Willis,Victor Sinclair,Flt Sgt (A/B),1546247,1944-02-22,23,9 Squadron,Bradfield/Oughtibridge,Lancaster 1,PD213 WS-F,Bardney,"Operation Politz, Crashed into trees on return in very bad weather"
181,Wilson,Frank Selby,,,,,,,,,,
182,Winder,Roy,LAC,814127,1940-12-02,23,616 Squadron,Barnsley Ardsley,,,Kirton Lindsey,Died soon after admission to Scunthorpe Memorial hospital following a collision between his motorcycle and a private car
183,Winter,Arthur,Corporal,591751,1944-03-03,21,,Dearne (Thurnscoe),,,,
184,Wood,Eric Purdy,Sgt. Obs,755876,1940-07-24,20,12 O.T.U,Conisbrough,Fairey Battle 1,L5482,Benson,"Training Nav Exercise. Hit high-tension cables and crashed near North Stoke, Oxforshire"
185,Wood,Frederick Francis Andrew,P/O Nav RCAF,J/8619,1942-06-29,26,14 O.T.U.,Hatfield Woodhouse,Hampden 1,AD848,Cottesmore,Night cross-country exercise Crashed after a wing-tip hit the ground during a tight turn between Moorend and Thorne
186,Woodham,Percy Benjamin Elliott,,,,,,,,,,
187,Woolven,Leonard John,Flt Lt (Pilot Instr),110641,1944-01-17,29,15 BOTU,Bentley with Arskey,Wellington X,LN506 ,Harwell,Night flying test. Crashed cose to the airfield in poor visibility
188,Wright,John Henry,P/O Pilot,128480,1943-03-07,24,2 FIS,Crowle,Miles M19,AZ383,Montrose,"Lost propeller blade and was abandoned when engine fell out near St.Cyrus, Kincardineshire."
189,Yates,Bruce Herbert,Sgt F/Eng,1895282,1944-06-26,18,1667 HCU,Hatfield Woodhouse,Halifax 5,DG395,Sandtoft,Training flight At 0036hrs aircraft took off for exercise of night bombing along with circuits. Approximately 10 minutes after take off authorities were notified that the aircraft had crashed in open county approximately 2 miles E of Thorne. It is believed the aircraft collided with high-tension cables.
